Thời_gian_xử_lý,Thời_gian_nguồn,Địa_phương,Nhiệt_độ_C,Độ_ẩm_%,Lượng_mưa_mm,Độ_ẩm_đất,Chiều_cao_triều_m,Áp_suất_hPa,Tốc_độ_gió_m_s,Mô_tả,Dự_báo,Xác_suất_ngập_%
2026-08-06 12:01:04,2026-08-06T04:45:00.000000Z,Huế,26.3,82.0,0.0,0.3,0.83,1005.0,1.31,Mưa lác đác gần đây,🟠 Ngập nhẹ,60.0
